11122122222	brief
11122211111	bright
11122211112	bring
11122211121	brisk
11122211122	broccoli
11122211211	broken
11122211212	bronze
11122211221	broom
11122211222	brother
11122212111	brown
11122212112	brush
11122212121	bubble
11122212122	buddy
11122212211	budget
11122212212	buffalo
11122212221	build
11122212222	bulb
11122221111	bulk
11122221112	bullet
11122221121	bundle
11122221122	bunker
11122221211	burden
11122221212	burger
11122221221	burst
11122221222	bus
11122222111	business
11122222112	busy
11122222121	butter
11122222122	buyer
11122222211	buzz
11122222212	cabbage
11122222221	cabin
11122222222	cable
11211111111	cactus
11211111112	cage
11211111121	cake
11211111122	call
11211111211	calm
11211111212	camera
11211111221	camp
11211111222	can
11211112111	canal
11211112112	cancel
11211112121	candy
11211112122	cannon
11211112211	canoe
11211112212	canvas
11211112221	canyon
11211112222	capable
11211121111	capital
11211121112	captain
11211121121	car
11211121122	carbon
11211121211	card
11211121212	cargo
11211121221	carpet
11211121222	carry
11211122111	cart
11211122112	case
11211122121	cash
11211122122	casino
11211122211	castle
11211122212	casual
11211122221	cat
11211122222	catalog
11211211111	catch
11211211112	category
11211211121	cattle
11211211122	caught
11211211211	cause
11211211212	caution
11211211221	cave
11211211222	ceiling
11211212111	celery
11211212112	cement
11211212121	census
11211212122	century
11211212211	cereal
11211212212	certain
11211212221	chair
11211212222	chalk
11211221111	champion
11211221112	change
11211221121	chaos
11211221122	chapter
11211221211	charge
11211221212	chase
11211221221	chat
11211221222	cheap
11211222111	check
11211222112	cheese
11211222121	chef
11211222122	cherry
11211222211	chest
11211222212	chicken
11211222221	chief
11211222222	child
11212111111	chimney
11212111112	choice
11212111121	choose
11212111122	chronic
11212111211	chuckle
11212111212	chunk
11212111221	churn
11212111222	cigar
11212112111	cinnamon
11212112112	circle
11212112121	citizen
11212112122	city
11212112211	civil
11212112212	claim
11212112221	clap
11212112222	clarify
11212121111	claw
11212121112	clay
11212121121	clean
11212121122	clerk
11212121211	clever
11212121212	click
11212121221	client
11212121222	cliff
11212122111	climb
11212122112	clinic
11212122121	clip
11212122122	clock
11212122211	clog
11212122212	close
11212122221	cloth
11212122222	cloud
11212211111	clown
11212211112	club
11212211121	clump
11212211122	cluster
11212211211	clutch
11212211212	coach
11212211221	coast
11212211222	coconut
11212212111	code
11212212112	coffee
11212212121	coil
11212212122	coin
11212212211	collect
11212212212	color
11212212221	column
11212212222	combine
11212221111	come
11212221112	comfort
11212221121	comic
11212221122	common
11212221211	company
11212221212	concert
11212221221	conduct
11212221222	confirm
11212222111	congress
11212222112	connect
11212222121	consider
11212222122	control
11212222211	convince
11212222212	cook
11212222221	cool
11212222222	copper
11221111111	copy
11221111112	coral
11221111121	core
11221111122	corn
11221111211	correct
11221111212	cost
11221111221	cotton
11221111222	couch
11221112111	country
11221112112	couple
11221112121	course
11221112122	cousin
11221112211	cover
11221112212	coyote
11221112221	crack
11221112222	cradle
11221121111	craft
11221121112	cram
11221121121	crane
11221121122	crash
11221121211	crater
11221121212	crawl
11221121221	crazy
11221121222	cream
11221122111	credit
11221122112	creek
11221122121	crew
11221122122	cricket
11221122211	crime
11221122212	crisp
11221122221	critic
11221122222	crop
11221211111	cross
11221211112	crouch
11221211121	crowd
11221211122	crucial
11221211211	cruel
11221211212	cruise
11221211221	crumble
11221211222	crunch
11221212111	crush
11221212112	cry
11221212121	crystal
11221212122	cube
11221212211	culture
11221212212	cup
11221212221	cupboard
11221212222	curious
11221221111	current
11221221112	curtain
11221221121	curve
11221221122	cushion
11221221211	custom
11221221212	cute
11221221221	cycle
11221221222	dad
11221222111	damage
11221222112	damp
11221222121	dance
11221222122	danger
11221222211	daring
11221222212	dash
11221222221	daughter
11221222222	dawn
11222111111	day
11222111112	deal
11222111121	debate
11222111122	debris
11222111211	decade
11222111212	december
11222111221	decide
11222111222	decline
11222112111	decorate
11222112112	decrease
11222112121	deer
11222112122	defense
11222112211	define
11222112212	defy
11222112221	degree
11222112222	delay
11222121111	deliver
11222121112	demand
11222121121	demise
11222121122	denial
11222121211	dentist
11222121212	deny
11222121221	depart
11222121222	depend
11222122111	deposit
11222122112	depth
11222122121	deputy
11222122122	derive
11222122211	describe
11222122212	desert
11222122221	design
11222122222	desk
11222211111	despair
11222211112	destroy
11222211121	detail
11222211122	detect
11222211211	develop
11222211212	device
11222211221	devote
11222211222	diagram
11222212111	dial
11222212112	diamond
11222212121	diary
11222212122	dice
11222212211	diesel
11222212212	diet
11222212221	differ
11222212222	digital
11222221111	dignity
11222221112	dilemma
11222221121	dinner
11222221122	dinosaur
11222221211	direct
11222221212	dirt
11222221221	disagree
11222221222	discover
11222222111	disease
11222222112	dish
11222222121	dismiss
11222222122	disorder
11222222211	display
11222222212	distance
11222222221	divert
11222222222	divide
12111111111	divorce
12111111112	dizzy
12111111121	doctor
12111111122	document
12111111211	dog
12111111212	doll
12111111221	dolphin
12111111222	domain
12111112111	donate
12111112112	donkey
12111112121	donor
12111112122	door
12111112211	dose
12111112212	double
12111112221	dove
12111112222	draft
12111121111	dragon
12111121112	drama
12111121121	drastic
12111121122	draw
12111121211	dream
12111121212	dress
12111121221	drift
12111121222	drill
12111122111	drink
12111122112	drip
12111122121	drive
12111122122	drop
12111122211	drum
12111122212	dry
12111122221	duck
12111122222	dumb
12111211111	dune
12111211112	during
12111211121	dust
12111211122	dutch
12111211211	duty
12111211212	dwarf
12111211221	dynamic
12111211222	eager
12111212111	eagle
12111212112	early
12111212121	earn
12111212122	earth
12111212211	easily
12111212212	east
12111212221	easy
12111212222	echo
12111221111	ecology
12111221112	economy
12111221121	edge
12111221122	edit
12111221211	educate
12111221212	effort
12111221221	egg
12111221222	eight
12111222111	either
12111222112	elbow
12111222121	elder
12111222122	electric
12111222211	elegant
12111222212	element
12111222221	elephant
12111222222	elevator
12112111111	elite
12112111112	else
12112111121	embark
12112111122	embody
12112111211	embrace
12112111212	emerge
12112111221	emotion
12112111222	employ
12112112111	empower
12112112112	empty
12112112121	enable
12112112122	enact
12112112211	end
12112112212	endless
12112112221	endorse
12112112222	enemy
12112121111	energy
12112121112	enforce
12112121121	engage
12112121122	engine
12112121211	enhance
12112121212	enjoy
12112121221	enlist
12112121222	enough
12112122111	enrich
12112122112	enroll
12112122121	ensure
12112122122	enter
12112122211	entire
12112122212	entry
12112122221	envelope
12112122222	episode
12112211111	equal
12112211112	equip
12112211121	era
12112211122	erase
12112211211	erode
12112211212	erosion
12112211221	error
12112211222	erupt
12112212111	escape
12112212112	essay
12112212121	essence
12112212122	estate
12112212211	eternal
12112212212	ethics
12112212221	evidence
12112212222	evil
12112221111	evoke
12112221112	evolve
12112221121	exact
12112221122	example
12112221211	excess
12112221212	exchange
12112221221	excite
12112221222	exclude
12112222111	excuse
12112222112	execute
12112222121	exercise
12112222122	exhaust
12112222211	exhibit
12112222212	exile
12112222221	exist
12112222222	exit
12121111111	exotic
12121111112	expand
12121111121	expect
12121111122	expire
12121111211	explain
12121111212	expose
12121111221	express
12121111222	extend
12121112111	extra
12121112112	eye
12121112121	eyebrow
12121112122	fabric
12121112211	face
12121112212	faculty
12121112221	fade
12121112222	faint
12121121111	faith
12121121112	fall
12121121121	false
12121121122	fame
12121121211	family
12121121212	famous
12121121221	fan
12121121222	fancy
12121122111	fantasy
12121122112	farm
12121122121	fashion
12121122122	fat
12121122211	fatal
12121122212	father
12121122221	fatigue
12121122222	fault
12121211111	favorite
12121211112	feature
12121211121	february
12121211122	federal
12121211211	fee
12121211212	feed
12121211221	feel
12121211222	female
12121212111	fence
12121212112	festival
12121212121	fetch
12121212122	fever
12121212211	few
12121212212	fiber
12121212221	fiction
12121212222	field
12121221111	figure
12121221112	file
12121221121	film
12121221122	filter
12121221211	final
12121221212	find
12121221221	fine
12121221222	finger
12121222111	finish
12121222112	fire
12121222121	firm
12121222122	first
12121222211	fiscal
12121222212	fish
12121222221	fit
12121222222	fitness
12122111111	fix
12122111112	flag
12122111121	flame
12122111122	flash
12122111211	flat
12122111212	flavor
12122111221	flee
12122111222	flight
12122112111	flip
12122112112	float
12122112121	flock
12122112122	floor
12122112211	flower
12122112212	fluid
12122112221	flush
12122112222	fly
12122121111	foam
12122121112	focus
12122121121	fog
12122121122	foil
12122121211	fold
12122121212	follow
12122121221	food
12122121222	foot
12122122111	force
12122122112	forest
12122122121	forget
12122122122	fork
12122122211	fortune
12122122212	forum
12122122221	forward
12122122222	fossil
12122211111	foster
12122211112	found
12122211121	fox
12122211122	fragile
12122211211	frame
12122211212	frequent
12122211221	fresh
12122211222	friend
12122212111	fringe
12122212112	frog
12122212121	front
12122212122	frost
12122212211	frown
12122212212	frozen
12122212221	fruit
12122212222	fuel
12122221111	fun
12122221112	funny
12122221121	furnace
12122221122	fury
12122221211	future
12122221212	gadget
12122221221	gain
12122221222	galaxy
12122222111	gallery
12122222112	game
12122222121	gap
12122222122	garage
12122222211	garbage
12122222212	garden
12122222221	garlic
12122222222	garment
12211111111	gas
12211111112	gasp
12211111121	gate
12211111122	gather
12211111211	gauge
12211111212	gaze
12211111221	general
12211111222	genius
12211112111	genre
12211112112	gentle
12211112121	genuine
12211112122	gesture
12211112211	ghost
12211112212	giant
12211112221	gift
12211112222	giggle
12211121111	ginger
12211121112	giraffe
12211121121	girl
12211121122	give
12211121211	glad
12211121212	glance
12211121221	glare
12211121222	glass
12211122111	glide
12211122112	glimpse
12211122121	globe
12211122122	gloom
12211122211	glory
12211122212	glove
12211122221	glow
12211122222	glue
12211211111	goat
12211211112	goddess
12211211121	gold
12211211122	good
12211211211	goose
12211211212	gorilla
12211211221	gospel
12211211222	gossip
12211212111	govern
12211212112	gown
12211212121	grab
12211212122	grace
12211212211	grain
12211212212	grant
12211212221	grape
12211212222	grass
12211221111	gravity
12211221112	great
12211221121	green
12211221122	grid
12211221211	grief
12211221212	grit
12211221221	grocery
12211221222	group
12211222111	grow
12211222112	grunt
12211222121	guard
12211222122	guess
12211222211	guide
12211222212	guilt
12211222221	guitar
12211222222	gun
12212111111	gym
12212111112	habit
12212111121	hair
12212111122	half
12212111211	hammer
12212111212	hamster
12212111221	hand
12212111222	happy
12212112111	harbor
12212112112	hard
12212112121	harsh
12212112122	harvest
12212112211	hat
12212112212	have
12212112221	hawk
12212112222	hazard
12212121111	head
12212121112	health
12212121121	heart
12212121122	heavy
12212121211	hedgehog
12212121212	height
12212121221	hello
12212121222	helmet
12212122111	help
12212122112	hen
12212122121	hero
12212122122	hidden
12212122211	high
12212122212	hill
12212122221	hint
12212122222	hip
12212211111	hire
12212211112	history
12212211121	hobby
12212211122	hockey
12212211211	hold
12212211212	hole
12212211221	holiday
12212211222	hollow
12212212111	home
12212212112	honey
12212212121	hood
12212212122	hope
12212212211	horn
12212212212	horror
12212212221	horse
12212212222	hospital
12212221111	host
12212221112	hotel
12212221121	hour
12212221122	hover
12212221211	hub
12212221212	huge
12212221221	human
12212221222	humble
12212222111	humor
12212222112	hundred
12212222121	hungry
12212222122	hunt
12212222211	hurdle
12212222212	hurry
12212222221	hurt
12212222222	husband
12221111111	hybrid
12221111112	ice
12221111121	icon
12221111122	idea
12221111211	identify
12221111212	idle
12221111221	ignore
12221111222	ill
12221112111	illegal
12221112112	illness
12221112121	image
12221112122	imitate
12221112211	immense
12221112212	immune
12221112221	impact
12221112222	impose
12221121111	improve
12221121112	impulse
12221121121	inch
12221121122	include
12221121211	income
12221121212	increase
12221121221	index
12221121222	indicate
12221122111	indoor
12221122112	industry
12221122121	infant
12221122122	inflict
12221122211	inform
12221122212	inhale
12221122221	inherit
12221122222	initial
12221211111	inject
12221211112	injury
12221211121	inmate
12221211122	inner
12221211211	innocent
12221211212	input
12221211221	inquiry
12221211222	insane
12221212111	insect
12221212112	inside
12221212121	inspire
12221212122	install
12221212211	intact
12221212212	interest
12221212221	into
12221212222	invest
12221221111	invite
12221221112	involve
12221221121	iron
12221221122	island
12221221211	isolate
12221221212	issue
12221221221	item
12221221222	ivory
12221222111	jacket
12221222112	jaguar
12221222121	jar
12221222122	jazz
12221222211	jealous
12221222212	jeans
12221222221	jelly
12221222222	jewel
12222111111	job
12222111112	join
12222111121	joke
12222111122	journey
12222111211	joy
12222111212	judge
12222111221	juice
12222111222	jump
12222112111	jungle
12222112112	junior
12222112121	junk
12222112122	just
12222112211	kangaroo
12222112212	keen
12222112221	keep
12222112222	ketchup
12222121111	key
12222121112	kick
12222121121	kid
12222121122	kidney
12222121211	kind
12222121212	kingdom
12222121221	kiss
12222121222	kit
12222122111	kitchen
12222122112	kite
12222122121	kitten
12222122122	kiwi
12222122211	knee
12222122212	knife
12222122221	knock
12222122222	know
12222211111	lab
12222211112	label
12222211121	labor
12222211122	ladder
12222211211	lady
12222211212	lake
12222211221	lamp
12222211222	language
12222212111	laptop
12222212112	large
12222212121	later
12222212122	latin
12222212211	laugh
12222212212	laundry
12222212221	lava
12222212222	law
12222221111	lawn
12222221112	lawsuit
12222221121	layer
12222221122	lazy
12222221211	leader
12222221212	leaf
12222221221	learn
12222221222	leave
12222222111	lecture
12222222112	left
12222222121	leg
12222222122	legal
12222222211	legend
12222222212	leisure
12222222221	lemon
12222222222	lend
21111111111	length
21111111112	lens
21111111121	leopard
21111111122	lesson
21111111211	letter
21111111212	level
21111111221	liar
21111111222	liberty
21111112111	library
21111112112	license
21111112121	life
21111112122	lift
21111112211	light
21111112212	like
21111112221	limb
21111112222	limit
21111121111	link
21111121112	lion
21111121121	liquid
21111121122	list
21111121211	little
21111121212	live
21111121221	lizard
21111121222	load
21111122111	loan
21111122112	lobster
21111122121	local
21111122122	lock
21111122211	logic
21111122212	lonely
21111122221	long
21111122222	loop
21111211111	lottery
21111211112	loud
21111211121	lounge
21111211122	love
21111211211	loyal
21111211212	lucky
21111211221	luggage
21111211222	lumber
21111212111	lunar
21111212112	lunch
21111212121	luxury
21111212122	lyrics
21111212211	machine
21111212212	mad
21111212221	magic
21111212222	magnet
21111221111	maid
21111221112	mail
21111221121	main
21111221122	major
21111221211	make
21111221212	mammal
21111221221	man
21111221222	manage
21111222111	mandate
21111222112	mango
21111222121	mansion
21111222122	manual
21111222211	maple
21111222212	marble
21111222221	march
21111222222	margin
21112111111	marine
21112111112	market
21112111121	marriage
21112111122	mask
21112111211	mass
21112111212	master
21112111221	match
21112111222	material
21112112111	math
21112112112	matrix
21112112121	matter
21112112122	maximum
21112112211	maze
21112112212	meadow
21112112221	mean
21112112222	measure
21112121111	meat
21112121112	mechanic
21112121121	medal
21112121122	media
21112121211	melody
21112121212	melt
21112121221	member
21112121222	memory
21112122111	mention
21112122112	menu
21112122121	mercy
21112122122	merge
21112122211	merit
21112122212	merry
21112122221	mesh
21112122222	message
21112211111	metal
21112211112	method
21112211121	middle
21112211122	midnight
21112211211	milk
21112211212	million
21112211221	mimic
21112211222	mind
21112212111	minimum
21112212112	minor
21112212121	minute
21112212122	miracle
21112212211	mirror
21112212212	misery
21112212221	miss
21112212222	mistake
21112221111	mix
21112221112	mixed
21112221121	mixture
21112221122	mobile
21112221211	model
21112221212	modify
21112221221	mom
21112221222	moment
21112222111	monitor
21112222112	monkey
21112222121	monster
21112222122	month
21112222211	moon
21112222212	moral
21112222221	more
21112222222	morning
21121111111	mosquito
21121111112	mother
21121111121	motion
21121111122	motor
21121111211	mountain
21121111212	mouse
21121111221	move
21121111222	movie
21121112111	much
21121112112	muffin
21121112121	mule
21121112122	multiply
21121112211	muscle
21121112212	museum
21121112221	mushroom
21121112222	music
21121121111	must
21121121112	mutual
21121121121	myself
21121121122	mystery
21121121211	myth
21121121212	naive
21121121221	name
21121121222	napkin
21121122111	narrow
21121122112	nasty
21121122121	nation
21121122122	nature
21121122211	near
21121122212	neck
21121122221	need
21121122222	negative
21121211111	neglect
21121211112	neither
21121211121	nephew
21121211122	nerve
21121211211	nest
21121211212	net
21121211221	network
21121211222	neutral
21121212111	never
21121212112	news
21121212121	next
21121212122	nice
21121212211	night
21121212212	noble
21121212221	noise
21121212222	nominee
21121221111	noodle
21121221112	normal
21121221121	north
21121221122	nose
21121221211	notable
21121221212	note
21121221221	nothing
21121221222	notice
21121222111	novel
21121222112	now
21121222121	nuclear
21121222122	number
21121222211	nurse
21121222212	nut
21121222221	oak
21121222222	obey
21122111111	object
21122111112	oblige
21122111121	obscure
21122111122	observe
21122111211	obtain
21122111212	obvious
21122111221	occur
21122111222	ocean
21122112111	october
21122112112	odor
21122112121	off
21122112122	offer
21122112211	office
21122112212	often
21122112221	oil
21122112222	okay
21122121111	old
21122121112	olive
21122121121	olympic
21122121122	omit
21122121211	once
21122121212	one
21122121221	onion
21122121222	online
21122122111	only
21122122112	open
21122122121	opera
21122122122	opinion
21122122211	oppose
21122122212	option
21122122221	orange
21122122222	orbit
21122211111	orchard
21122211112	order
21122211121	ordinary
21122211122	organ
21122211211	orient
21122211212	original
21122211221	orphan
21122211222	ostrich
21122212111	other
21122212112	outdoor
21122212121	outer
21122212122	output
21122212211	outside
21122212212	oval
21122212221	oven
21122212222	over
21122221111	own
21122221112	owner
21122221121	oxygen
21122221122	oyster
21122221211	ozone
21122221212	pact
21122221221	paddle
21122221222	page
21122222111	pair
21122222112	palace
21122222121	palm
21122222122	panda
21122222211	panel
21122222212	panic
21122222221	panther
21122222222	paper
21211111111	parade
21211111112	parent
21211111121	park
21211111122	parrot
21211111211	party
21211111212	pass
21211111221	patch
21211111222	path
21211112111	patient
21211112112	patrol
21211112121	pattern
21211112122	pause
21211112211	pave
21211112212	payment
21211112221	peace
21211112222	peanut
21211121111	pear
21211121112	peasant
21211121121	pelican
21211121122	pen
21211121211	penalty
21211121212	pencil
21211121221	people
21211121222	pepper
21211122111	perfect
21211122112	permit
21211122121	person
21211122122	pet
21211122211	phone
21211122212	photo
21211122221	phrase
21211122222	physical
21211211111	piano
21211211112	picnic
21211211121	picture
21211211122	piece
21211211211	pig
21211211212	pigeon
21211211221	pill
21211211222	pilot
21211212111	pink
21211212112	pioneer
21211212121	pipe
21211212122	pistol
21211212211	pitch
21211212212	pizza
21211212221	place
21211212222	planet
21211221111	plastic
21211221112	plate
21211221121	play
21211221122	please
21211221211	pledge
21211221212	pluck
21211221221	plug
21211221222	plunge
21211222111	poem
21211222112	poet
21211222121	point
21211222122	polar
21211222211	pole
21211222212	police
21211222221	pond
21211222222	pony
21212111111	pool
21212111112	popular
21212111121	portion
21212111122	position
21212111211	possible
21212111212	post
21212111221	potato
21212111222	pottery
21212112111	poverty
21212112112	powder
21212112121	power
21212112122	practice
21212112211	praise
21212112212	predict
21212112221	prefer
21212112222	prepare
21212121111	present
21212121112	pretty
21212121121	prevent
21212121122	price
21212121211	pride
21212121212	primary
21212121221	print
21212121222	priority
21212122111	prison
21212122112	private
21212122121	prize
21212122122	problem
21212122211	process
21212122212	produce
21212122221	profit
21212122222	program
21212211111	project
21212211112	promote
21212211121	proof
21212211122	property
21212211211	prosper
21212211212	protect
21212211221	proud
21212211222	provide
21212212111	public
21212212112	pudding
21212212121	pull
21212212122	pulp
21212212211	pulse
21212212212	pumpkin
21212212221	punch
21212212222	pupil
21212221111	puppy
21212221112	purchase
21212221121	purity
21212221122	purpose
21212221211	purse
21212221212	push
21212221221	put
21212221222	puzzle
21212222111	pyramid
21212222112	quality
21212222121	quantum
21212222122	quarter
21212222211	question
21212222212	quick
21212222221	quit
21212222222	quiz
21221111111	quote
21221111112	rabbit
21221111121	raccoon
21221111122	race
21221111211	rack
21221111212	radar
21221111221	radio
21221111222	rail
21221112111	rain
21221112112	raise
21221112121	rally
21221112122	ramp
21221112211	ranch
21221112212	random
21221112221	range
21221112222	rapid
21221121111	rare
21221121112	rate
21221121121	rather
21221121122	raven
21221121211	raw
21221121212	razor
21221121221	ready
21221121222	real
21221122111	reason
21221122112	rebel
21221122121	rebuild
21221122122	recall
21221122211	receive
21221122212	recipe
21221122221	record
21221122222	recycle
21221211111	reduce
21221211112	reflect
21221211121	reform
21221211122	refuse
21221211211	region
21221211212	regret
21221211221	regular
21221211222	reject
21221212111	relax
21221212112	release
21221212121	relief
21221212122	rely
21221212211	remain
21221212212	remember
21221212221	remind
21221212222	remove
21221221111	render
21221221112	renew
21221221121	rent
21221221122	reopen
21221221211	repair
21221221212	repeat
21221221221	replace
21221221222	report
21221222111	require
21221222112	rescue
21221222121	resemble
21221222122	resist
21221222211	resource
21221222212	response
21221222221	result
21221222222	retire
21222111111	retreat
21222111112	return
21222111121	reunion
21222111122	reveal
21222111211	review
21222111212	reward
21222111221	rhythm
21222111222	rib
21222112111	ribbon
21222112112	rice
21222112121	rich
21222112122	ride
21222112211	ridge
21222112212	rifle
21222112221	right
21222112222	rigid
21222121111	ring
21222121112	riot
21222121121	ripple
21222121122	risk
21222121211	ritual
21222121212	rival
21222121221	river
21222121222	road
21222122111	roast
21222122112	robot
21222122121	robust
21222122122	rocket
21222122211	romance
21222122212	roof
21222122221	rookie
21222122222	room
21222211111	rose
21222211112	rotate
21222211121	rough
21222211122	round
21222211211	route
21222211212	royal
21222211221	rubber
21222211222	rude
21222212111	rug
21222212112	rule
21222212121	run
21222212122	runway
21222212211	rural
21222212212	sad
21222212221	saddle
21222212222	sadness
21222221111	safe
21222221112	sail
21222221121	salad
21222221122	salmon
21222221211	salon
21222221212	salt
21222221221	salute
21222221222	same
21222222111	sample
21222222112	sand
21222222121	satisfy
21222222122	satoshi
21222222211	sauce
21222222212	sausage
21222222221	save
21222222222	say
22111111111	scale
22111111112	scan
22111111121	scare
22111111122	scatter
22111111211	scene
22111111212	scheme
22111111221	school
22111111222	science
22111112111	scissors
22111112112	scorpion
22111112121	scout
22111112122	scrap
22111112211	screen
22111112212	script
22111112221	scrub
22111112222	sea
22111121111	search
22111121112	season
22111121121	seat
22111121122	second
22111121211	secret
22111121212	section
22111121221	security
22111121222	seed
22111122111	seek
22111122112	segment
22111122121	select
22111122122	sell
22111122211	seminar
22111122212	senior
22111122221	sense
22111122222	sentence
22111211111	series
22111211112	service
22111211121	session
22111211122	settle
22111211211	setup
22111211212	seven
22111211221	shadow
22111211222	shaft
22111212111	shallow
22111212112	share
22111212121	shed
22111212122	shell
22111212211	sheriff
22111212212	shield
22111212221	shift
22111212222	shine
22111221111	ship
22111221112	shiver
22111221121	shock
22111221122	shoe
22111221211	shoot
22111221212	shop
22111221221	short
22111221222	shoulder
22111222111	shove
22111222112	shrimp
22111222121	shrug
22111222122	shuffle
22111222211	shy
22111222212	sibling
22111222221	sick
22111222222	side
22112111111	siege
22112111112	sight
22112111121	sign
22112111122	silent
22112111211	silk
22112111212	silly
22112111221	silver
22112111222	similar
22112112111	simple
22112112112	since
22112112121	sing
22112112122	siren
22112112211	sister
22112112212	situate
22112112221	six
22112112222	size
22112121111	skate
22112121112	sketch
22112121121	ski
22112121122	skill
22112121211	skin
22112121212	skirt
22112121221	skull
22112121222	slab
22112122111	slam
22112122112	sleep
22112122121	slender
22112122122	slice
22112122211	slide
22112122212	slight
22112122221	slim
22112122222	slogan
22112211111	slot
22112211112	slow
22112211121	slush
22112211122	small
22112211211	smart
22112211212	smile
22112211221	smoke
22112211222	smooth
22112212111	snack
22112212112	snake
22112212121	snap
22112212122	sniff
22112212211	snow
22112212212	soap
22112212221	soccer
22112212222	social
22112221111	sock
22112221112	soda
22112221121	soft
22112221122	solar
22112221211	soldier
22112221212	solid
22112221221	solution
22112221222	solve
22112222111	someone
22112222112	song
22112222121	soon
22112222122	sorry
22112222211	sort
22112222212	soul
22112222221	sound
22112222222	soup
22121111111	source
22121111112	south
22121111121	space
22121111122	spare
22121111211	spatial
22121111212	spawn
22121111221	speak
22121111222	special
22121112111	speed
22121112112	spell
22121112121	spend
22121112122	sphere
22121112211	spice
22121112212	spider
22121112221	spike
22121112222	spin
22121121111	spirit
22121121112	split
22121121121	spoil
22121121122	sponsor
22121121211	spoon
22121121212	sport
22121121221	spot
22121121222	spray
22121122111	spread
22121122112	spring
22121122121	spy
22121122122	square
22121122211	squeeze
22121122212	squirrel
22121122221	stable
22121122222	stadium
22121211111	staff
22121211112	stage
22121211121	stairs
22121211122	stamp
22121211211	stand
22121211212	start
22121211221	state
22121211222	stay
22121212111	steak
22121212112	steel
22121212121	stem
22121212122	step
22121212211	stereo
22121212212	stick
22121212221	still
